T,TM,Tm,H,VV,V,VM,PM2.5
26.2,33.3,17.8,27,6.9,5.9,7.6,154.0
25.7,33.5,18.5,34,6.9,4.1,5.4,154.0
26.2,33,19.7,34,6.3,7.4,14.8,128.9
25.4,33.8,19.5,51,6.9,8.3,11.1,129.0
25.8,32.5,20.1,57,6.9,4.1,7.6,94.0
26.5,31.6,22.4,50,6.9,4.8,11.1,108.0
25.8,32.1,21.6,60,6.9,4.6,11.1,107.0
24.1,32.5,20.6,72,6.9,1.7,9.4,80.0
23.7,32,18.9,70,6.9,1.3,5.4,162.0
24.7,29.1,20.3,64,6.9,3.9,7.6,97.0
25.6,31,19.6,39,7.4,2.8,48.2,118.0
26.7,33.8,19.5,37,6.9,2.4,5.4,149.0
27.4,33.7,21.4,44,6.9,2.2,3.5,141.0
27.4,34.1,22.6,46,7.7,3.9,7.6,120.0
28.2,34.2,22.3,40,7.7,3,11.1,128.0
27.6,35.1,23.4,49,6.9,2.4,5.4,157.0
27.3,33.4,21.7,43,7.7,3.9,7.6,159.0
27.1,34.1,20.8,34,6.9,3.3,7.6,156.0
27.4,34.4,21.5,42,6.9,3.3,5.4,140.0
27.6,34.4,22.3,50,6.9,3.1,7.6,141.0
27.5,33.9,22.7,61,6.3,2.4,5.4,150.0
25.7,34,21.5,71,6.9,3.5,7.6,144.0
25.9,34.8,21.1,60,6.3,4.1,9.4,151.0
27.6,33.2,21.2,54,6.9,2,7.6,134.0
24.7,33.5,20.6,72,6.9,2.2,5.4,131.0
26.1,33.1,19.8,55,7.4,0.7,3.5,145.0
26.2,31.5,21.4,54,6.9,1.5,5.4,147.0
26.4,32.7,21,51,6.6,1.5,3.5,145.0
27.4,33.2,21.3,48,6.9,1.1,5.4,149.0
26.7,33.5,21.6,51,8.5,3.1,5.4,147.0
26.4,32.6,21,47,6.9,5,7.6,131.0
26.2,32.7,21,49,6.9,5.2,7.6,107.0
26.6,32.4,20.7,48,6.9,5.2,11.1,112.0
26.2,32.2,21.8,54,6.6,4.4,7.6,112.0
27.5,33.2,21.9,51,6.9,2,7.6,91.0
27.6,33.5,21.7,51,6.9,5.9,11.1,99.0
28.3,34,23.1,50,6.9,5.2,7.6,113.0
28.2,34.6,23.9,52,7.7,3.9,7.6,95.0
27.2,33.7,22.6,61,6.9,2.6,7.6,116.0
28.2,34.6,22.3,50,6.9,0.7,3.5,131.0
29,34.2,23.5,49,6.9,3.3,7.6,143.0
27.9,34.8,23.9,63,6.9,2,7.6,122.0
25.5,34,22.8,63,6.9,1.1,5.4,91.0
28.2,34.8,22.2,51,7.4,1.1,3.5,112.0
26.1,34.8,23,68,6.9,2,5.4,90.0
27.2,33.8,22,51,6.9,2.2,5.4,99.0
25.1,34.2,23.5,69,6.9,6.7,25.9,124.0
26.6,34,22.2,63,6.9,3.1,7.6,123.0
27.2,34.4,22.8,62,6.9,4.1,5.4,117.0
28.3,34.7,22,51,9.2,2.8,9.4,130.0
27.7,34.2,22.5,49,7.7,2,5.4,130.0
28.3,34,23.8,53,6.9,3.3,7.6,126.0
27,34.9,23.2,58,6.9,7.2,11.1,105.0
26.9,35.2,21.4,64,6.3,5,11.1,105.0
26.5,33,23.3,73,7.7,4.8,9.4,93.0
25.9,34,20,72,6.9,3,9.4,112.0
26.1,33.2,19.2,63,6.3,2.4,5.4,123.0
27,32,23.1,57,6.9,3.1,5.4,142.0
27.9,33,22.7,54,8.5,2,7.6,121.0
27.8,33.5,23.4,57,6.9,3.9,7.6,111.0
25.9,33.5,22.8,70,6.9,3.7,9.4,127.0
27.2,32.8,21.8,59,6.9,4.1,9.4,92.0
25.7,32.4,20.6,69,6.3,3.1,5.4,74.0
24.4,34,19.4,75,6.3,2.4,5.4,104.0
25.7,32.2,19.8,67,6.9,2.8,5.4,26.0
24.9,32,21.5,74,7.4,1.1,37,60.0
23.8,32,21,78,6.9,1.9,5.4,152.0
24.8,31.4,20.6,63,6.3,0.9,3.5,84.0
26.2,32.4,20.7,57,6.3,2.2,7.6,101.0
26.7,31,21.9,51,6.9,3.1,7.6,122.0
24.2,29.2,22.2,79,6.3,3,9.4,103.0
25.9,31.2,21.4,66,6.9,6.1,11.1,131.0
25.2,32.4,20.5,65,6.9,2.6,9.4,94.0
24.1,32.4,21.5,77,6.3,3.1,11.1,87.0
26.3,31,20.5,70,6.9,1.5,7.6,91.0
23.7,31.6,21.2,81,6.9,4.3,7.6,107.0
26.3,31.9,20.4,63,6.9,5.2,7.6,91.0
23.5,32,21.4,89,6.3,4.1,7.6,145.0
25,29.8,21.1,78,5.5,2.4,5.4,47.0
26,30.8,22.2,71,6.9,2.2,5.4,89.0
26.7,32,22.3,74,7.4,4.1,7.6,89.0
25.6,32.2,22.4,73,6.9,10.4,14.8,60.0
24.6,30.5,21.5,80,6.9,8.5,18.3,71.0
25.6,29.7,20.9,77,7.7,6.7,9.4,74.0
24.4,30.3,21.8,83,6.6,3.5,5.4,89.0
23.8,31,20.9,81,5.5,3.9,7.6,91.0
23.7,29.8,20.8,83,6.9,6.5,7.6,79.0
23.8,30.4,21,81,6.9,7,11.1,43.0
25.5,29.7,21.2,78,8.9,7.4,9.4,67.0
25.6,29.7,21.9,67,6.9,8.1,14.8,65.0
23.9,30.1,21.7,79,6.9,12,14.8,68.0
23.3,29,21.2,83,6.3,11.9,16.5,41.0
22,25.8,20.7,86,6.6,12.8,14.8,53.0
22.6,25,20.5,89,5.5,10.4,14.8,42.0
23.7,26,21,81,6,14.1,22.2,65.0
24.2,28,21,76,6.9,12.6,14.8,77.0
24.1,28.3,20.8,77,6.3,11.3,14.8,79.0
23.2,27.9,21,84,6.3,7.8,11.1,85.0
23.8,29.6,20.5,77,6.9,6.5,9.4,168.0
24.1,31,20.1,77,6.3,6.3,9.4,49.0
23.6,30,20.9,80,6.9,7.6,9.4,62.0
23.5,28.7,20.3,77,6.9,8.5,11.1,46.0
23.8,28.9,20.1,74,6.9,12.8,14.8,75.0
23.4,29.1,20.7,78,6.9,12.6,14.8,46.0
23.5,28,20.9,79,6.9,9.1,11.1,54.0
23.2,28,19.7,78,6.9,10.9,16.5,66.0
22.5,28,20.3,85,6.3,8.9,13,81.0
23.2,27.8,19.7,76,6.9,8.9,14.8,66.0
23.5,27.8,20.1,77,6.9,8.3,11.1,90.0
23.1,28.1,20.2,75,6.9,11.9,16.5,89.0
21.9,28,20.1,86,6.9,10,14.8,85.0
22.4,26.2,20,85,6.9,12,18.3,43.0
23.1,26.6,20.1,78,6.9,9.1,14.8,35.0
23.8,29,19.5,75,6.9,7.2,11.1,48.0
24.2,29.5,20.6,75,6.9,9.4,14.8,50.0
24.8,29.4,20.9,68,6.9,10.9,14.8,45.0
24.4,30.2,20.7,68,6.9,8.1,11.1,59.0
24.1,29,20.5,67,6.9,11.1,18.3,70.0
24.5,29.6,19.7,65,6.9,9.3,14.8,83.0
22.8,29.6,20,80,6.9,10.4,18.3,112.0
22.9,26.3,20.5,82,6.9,11.3,16.5,68.0
22.4,26.4,20.3,86,8,6.7,9.4,71.0
22.8,26.4,20.7,85,6.9,8.7,14.8,72.0
22.7,26.9,20.6,86,7.4,9.3,13,456.0
22.5,27,20.3,87,6.3,9.3,14.8,109.0
22.8,27.3,20.1,80,6.9,11.7,14.8,76.0
22.2,27.4,20.5,86,7.7,10.9,14.8,70.0
22.4,26.5,20.3,86,6.9,8.5,11.1,71.0
23.6,27.2,20.4,74,6.9,10,13,72.0
22.2,28.4,20.2,79,6.9,13.9,18.3,72.0
22.4,26.2,19.8,79,6.9,12.2,18.3,67.0
23.8,28,19.7,74,6.9,12.8,18.3,66.0
23,28.6,21,79,6.9,14.8,25.9,100.0
23,27,20.4,77,6.9,14.6,22.2,67.0
22.7,26.9,20.3,83,8.5,14.8,18.3,81.0
23.6,27.8,20.3,74,6.9,12,14.8,85.0
22.7,28.3,20.4,82,6.3,9.6,14.8,85.0
23.1,27.6,20.3,84,6.9,9.3,11.1,77.0
23.3,28.2,20.2,82,6.9,9.1,14.8,69.0
23.7,28.8,20.6,79,6.9,8.9,11.1,76.0
23.3,27.3,20.5,76,6.9,10.9,16.5,92.0
23.5,27.3,20,82,6.9,9.4,14.8,98.0
23.8,27.4,20.7,78,6.9,6.7,11.1,72.0
23.8,27.8,20.5,78,6.9,8.3,11.1,86.0
23.1,28.3,20.3,81,6.9,10,22.2,88.0
21.9,27.2,19.4,85,5.5,8.7,18.3,73.2
23.6,28,18.7,77,6.9,9.6,22.2,73.2
23.3,28.6,20.8,76,6.9,8.5,16.5,85.0
22.8,28.8,20.1,79,6.9,8.5,11.1,90.0
23.8,27.8,20.3,74,6.9,11.7,22.2,70.0
23.1,28.1,20.2,78,6.6,8,11.1,95.0
21.9,27.7,19.7,84,7.4,11.1,14.8,58.0
22,25.4,20,88,5.5,8.3,13,84.0
23.4,27.6,20.2,76,6.3,9.8,18.3,77.0
22.7,28.2,20.5,82,6.3,10,14.8,70.0
21.9,26.5,20,84,5.5,7.6,14.8,57.0
21.4,25.6,19.7,88,5.5,9.8,18.3,40.0
21.7,24.6,19.4,85,7.4,10.2,18.3,44.0
21.9,25,19.6,88,5.5,10,22.2,50.0
22.2,25.7,20.1,87,5.5,7.6,11.1,56.0
22.4,25.7,20.2,82,4.8,10.6,18.3,42.0
23.2,26.8,20.3,78,4.8,10.9,18.3,64.0
23.4,27.5,20,76,6.3,11.5,18.3,88.0
23.3,27.4,20.7,77,6.3,13.1,18.3,77.0
22.8,27.3,20.2,78,6.9,11.7,18.3,81.0
23.3,27.4,19.7,72,6.9,10.6,18.3,83.0
23.7,28.2,19.7,72,6.9,9.4,18.3,88.0
23.3,28,20.5,77,6.3,8.7,11.1,75.0
22.4,28.8,19.9,83,6.9,7.6,11.1,64.0
23.7,27.8,19.8,75,6.9,8.3,11.1,82.0
22.4,28.5,20,83,6.3,6.3,14.8,62.0
21.9,28.3,19.5,86,6.3,6.7,11.1,78.0
22.6,26.4,19.6,82,6.9,8.5,14.8,76.0
22.9,27.4,20,82,6.9,7.6,11.1,91.0
23.3,28.2,20.3,82,6.9,5.9,9.4,105.0
23.3,28.8,20.3,78,7.4,6.9,11.1,90.0
23.7,28.3,20,73,6.9,6.5,11.1,92.0
23.8,28.2,20.3,71,6.6,7.8,9.4,87.0
24.7,29.3,19.7,61,6.9,6.5,9.4,105.0
24.4,29.8,19.7,61,6.6,7.2,11.1,98.0
24.3,29.9,20.4,64,6.3,7.8,14.8,92.0
24.4,29.2,19.9,65,6.9,7.8,11.1,91.0
24.4,29.2,20.3,63,6.9,8.7,14.8,82.0
24.3,29.1,20.1,66,6.9,7.8,14.8,88.0
25.7,30,20.5,59,6.9,5.4,9.4,86.0
24.1,31.1,21.6,72,6.9,3.7,7.6,98.0
25.3,30,21.7,64,5.5,3.3,5.4,105.0
25.9,31.1,20.9,63,6.9,3,5.4,84.0
25,31.6,22.3,72,6.9,1.9,3.5,93.0
24.8,30.3,20.4,69,6.3,1.5,5.4,99.0
23.9,31.7,20.1,77,6.6,2,5.4,94.9
22.6,30.3,20.5,89,5,1.9,3.5,94.9
24.3,26.6,21,69,6.4,5.7,11.1,118.0
24.1,28.2,20.3,69,6.9,9.1,14.8,77.0
22.7,29.1,19.5,81,6.3,5,9.4,86.0
23.5,28.4,20,71,6.3,5.7,9.4,95.0
23.9,28.2,18.4,64,6.9,4.8,7.6,96.0
24.3,29,21.4,76,5.5,1.3,3.5,113.0
23.5,28.8,19.3,76,5.5,1.9,3.5,92.0
24.4,29.7,20.4,72,6.3,1.5,3.5,100.0
23.7,30.3,19.9,79,5.5,0.4,3.5,106.0
25.1,29.2,21.3,72,6.9,3.5,5.4,109.0
25.3,29.9,21.4,69,6.9,3.7,7.6,91.0
25.4,30.2,21.8,75,6.3,3.5,5.4,92.0
25.5,30.9,21.6,73,6.9,5.2,7.6,95.0
24.9,30.3,21.3,71,6.9,4.6,5.4,73.0
24.1,30.4,21.6,75,6.9,5,7.6,77.0
21.8,30.6,20.8,91,4.8,4.3,9.4,83.0
23,25.8,20.6,84,4.8,6.3,7.6,69.0
22.5,26.4,20.4,88,5.5,5.7,7.6,75.0
24.2,28.2,20.2,70,6.9,3.3,5.4,77.0
24.1,29.5,20.8,72,6.3,3.1,3.5,112.0
24.3,29.5,20.6,65,6.3,1.5,5.4,107.0
24,30,20,58,6.9,2.4,5.4,130.0
25,30,20,56,9.2,0.9,3.5,135.0
25.1,31,20.8,56,6.9,3,7.6,150.0
25,31.5,20.4,67,6.3,2.4,5.4,148.0
24,30.3,21,75,6.9,3.1,3.5,137.0
23.4,29.8,20.1,82,6.9,0.4,3.5,117.0
24.3,28.6,20.7,75,6.9,5,7.6,122.0
22.4,29.3,19.8,83,6.9,3.3,5.4,99.0
23.1,28.5,18.9,79,6.3,3.1,5.4,309.0
24.4,28.7,20.2,71,7.4,3.1,3.5,77.0
23.8,29.3,19.7,58,6.9,3.1,3.5,90.0
23.7,29,19.7,60,6.3,5,7.6,117.0
23.5,28.4,17.4,50,6.3,3.1,7.6,116.0
21.9,29.4,17.4,62,5,2.4,5.4,132.0
24.7,30.2,17.7,49,7.4,5.7,11.1,124.0
23.9,30.2,18.2,58,5.5,5,9.4,116.0
23.8,29.3,18.7,58,6.6,4.6,7.6,128.0
23.4,29.5,18.2,51,6.9,3.7,7.6,91.0
23.5,29.5,16.7,40,6.3,2.8,7.6,98.0
23,29.6,16.8,43,6.3,2.2,5.4,92.0
24.1,29.8,16.6,54,5.5,3.7,7.6,103.0
24.8,30.1,19.7,64,6.3,4.6,11.1,100.0
24.3,30.4,20,65,6.3,3.9,5.4,61.0
22.9,30.3,19.8,78,6.6,5.2,5.4,50.0
22.8,27.7,20.4,81,5.5,8.1,14.8,67.0
23.5,28.1,18.8,71,6.9,6.5,9.4,61.0
23.6,29,19.7,66,6.3,5.6,11.1,69.0
24.1,29.6,19.8,63,6.9,4.1,7.6,83.0
23.3,30,18,48,6.9,3.9,7.6,86.0
22.2,29.6,16,60,6.9,3,5.4,103.0
23.4,29.2,17.5,58,6.3,5,7.6,79.0
23.4,30.1,17.9,58,7.6,1.3,3.5,102.0
23.2,30.4,18.2,53,5.6,1.9,3.5,107.0
22.3,30.3,17.3,50,6.9,2,5.4,108.0
22.4,30,16.2,44,6.9,1.3,3.5,124.0
23,30.5,14.8,44,6.9,0.9,3.5,121.0
23.3,31,16.5,68,6.9,5.4,7.6,109.0
22.4,28.6,19.7,79,6.9,6.5,7.6,66.0
20.9,24.8,19.6,93,4,3.1,5.4,75.0
22.9,26.4,19,76,6,3.9,9.4,374.0
22.6,27.6,19.2,70,4.8,3.1,5.4,129.0
22.2,28.8,18,66,5.6,3.3,5.4,141.0
20.8,29,16.3,64,5,5,9.4,115.0
21.6,27.4,15.5,69,6,5.9,7.6,99.0
22.4,28.8,18.3,72,6,5.7,9.4,94.0
23.2,28,18.6,66,5.5,6.7,14.8,101.0
21.8,29.5,18,62,6.3,4.3,9.4,98.0
21.8,28.3,15.6,56,6.9,4.6,7.6,72.0
21.7,28.8,18.2,67,6.9,3.3,7.6,76.0
22.4,27.2,19.1,80,6.9,4.3,5.4,78.0
23.2,27.2,19.5,73,6.9,5.6,11.1,286.0
23.5,28.3,20,73,6.3,4.6,7.6,101.0
22.3,29.3,18.3,70,6.8,3.1,5.4,92.0
22.5,28.2,17.7,72,6.8,4.8,7.6,130.0
23.1,29.4,17.6,62,5.8,5.2,11.1,127.0
22.6,30.2,18.3,63,5.8,2,5.4,143.0
22.7,29.3,17.7,67,5.6,0.4,3.5,157.0
23.1,28.8,18.5,66,6,1.3,3.5,121.1
22.3,29.9,18.7,70,6,3,9.4,121.1
22.8,28.9,17.7,59,5.3,3.1,5.4,121.1
21.8,28.9,17.7,59,6.3,7,9.4,106.0
20.5,28,16.6,58,6,4.8,9.4,132.0
19.8,25,15.4,57,6.9,3.1,7.6,152.0
20.2,26.3,14.4,59,4.5,4.1,5.4,133.0
21.6,28.5,16,67,6.3,3.1,11.1,117.0
22.2,27.7,17.7,63,6.9,2.8,7.6,103.0
22.7,28.4,18.1,65,6.3,3.9,5.4,109.0
23,28.8,18.2,66,6.6,5.2,66.5,110.0
23.2,29.6,19.6,69,6.3,7.2,11.1,89.0
23.3,29,18.3,64,6.3,4.4,7.6,99.0
23.4,29.1,18.4,62,6,5.7,9.4,120.0
23.8,30.2,17.7,56,5.5,6.1,9.4,112.0
24,31.4,19,63,6.3,5.4,7.6,123.0
22.8,29.6,18.7,68,5.3,4.6,7.6,135.0
21.8,25.4,18,68,6.6,4.8,7.6,139.0
20.6,26.6,17.2,65,5.5,5,7.6,130.0
20.9,25.8,16.6,51,6.6,3.9,11.1,121.1
