T,TM,Tm,H,VV,V,VM,PM2.5
24.2,29.0,20.6,72.0,6.9,5.6,7.6,60.0
25.2,29.2,21.2,68.0,6.9,5.6,7.6,83.0
23.2,30.8,21.2,88.0,5.0,3.7,11.1,59.0
23.7,28.0,20.6,76.0,6.8,2.8,5.4,73.0
23.5,28.7,19.7,80.0,6.9,2.2,5.4,67.0
23.2,28.8,20.2,82.0,6.9,2.0,7.6,53.0
23.9,28.0,20.2,76.0,6.9,3.3,7.6,59.0
23.9,28.8,21.0,82.0,6.3,2.4,5.4,70.0
24.7,29.1,21.1,72.0,6.9,3.1,7.6,69.0
24.7,30.0,21.1,73.0,6.0,2.4,5.4,75.0
25.2,30.2,21.4,69.0,8.0,3.3,25.9,69.0
23.5,30.3,20.6,82.0,6.3,5.2,7.6,71.0
24.9,29.1,18.6,68.0,8.9,1.1,5.4,57.0
23.5,30.4,19.2,81.0,6.9,3.1,7.6,80.0
22.8,28.3,19.6,79.0,5.8,3.3,5.4,73.3
23.5,29.4,19.9,77.0,5.5,0.7,5.4,92.0
24.3,28.7,20.6,72.0,6.9,3.9,7.6,67.0
24.1,29.6,21.3,76.0,6.3,0.2,1.9,71.0
23.3,29.2,20.2,80.0,6.3,3.7,7.6,76.0
24.3,30.1,19.3,71.0,6.3,1.3,5.4,65.0
24.7,30.0,20.7,71.0,5.5,1.5,5.4,223.0
24.4,30.0,21.8,76.0,5.5,1.3,5.4,91.0
25.0,29.6,21.5,70.0,6.3,0.4,3.5,83.0
24.9,29.8,21.5,75.0,7.7,2.8,7.6,63.0
26.7,30.6,21.6,63.0,6.9,2.4,5.4,65.0
24.7,30.7,21.6,73.0,6.3,3.7,7.6,72.0
24.5,30.0,21.8,71.0,6.9,4.1,7.6,64.0
22.4,28.4,20.8,90.0,5.5,3.0,5.4,60.0
23.0,26.8,20.2,80.0,6.3,2.0,5.4,62.0
23.4,27.6,20.2,75.0,7.7,3.9,7.6,57.0
23.3,27.9,21.0,75.0,4.8,2.8,5.4,63.0
21.4,27.1,20.3,91.0,5.5,2.6,7.6,62.0
22.8,27.4,19.8,81.0,5.5,5.6,7.6,53.0
22.5,27.6,20.0,81.0,5.5,7.0,11.1,53.0
21.5,26.7,19.4,86.0,6.3,5.4,11.1,60.0
22.4,27.0,19.0,79.0,6.9,2.8,9.4,58.0
22.3,27.8,19.4,86.0,6.3,4.1,5.4,66.0
23.1,27.4,19.4,80.0,4.8,4.1,5.4,84.0
22.0,27.6,20.0,84.0,5.5,2.2,5.4,76.0
21.4,25.3,19.7,91.0,5.5,4.3,7.6,65.0
22.5,25.6,19.7,82.0,5.8,5.7,9.4,60.0
23.8,27.8,18.0,74.0,6.9,3.3,5.4,68.0
24.2,29.4,21.0,73.0,6.9,2.4,5.4,72.0
24.4,29.5,20.6,67.0,6.9,2.4,5.4,69.0
24.0,29.8,19.2,52.0,6.9,1.5,5.4,90.0
24.1,30.8,18.2,59.0,6.9,1.3,3.5,105.0
24.1,30.4,19.2,63.0,6.9,1.3,3.5,112.0
24.7,30.9,18.6,66.0,6.0,1.9,3.5,122.0
24.4,28.4,21.8,75.0,6.9,3.1,5.4,104.0
24.3,29.2,21.2,74.0,6.3,0.9,3.5,88.0
24.6,29.9,20.4,64.0,6.9,1.1,5.4,96.0
23.8,29.8,20.4,68.0,6.0,2.8,5.4,111.0
23.1,28.6,18.8,67.0,6.9,3.9,7.6,80.0
22.9,28.0,18.5,66.0,6.9,3.5,5.4,86.0
22.3,28.8,18.8,80.0,6.9,3.7,7.6,72.0
22.7,26.8,19.4,83.0,6.3,2.0,5.4,72.0
23.5,28.0,20.4,78.0,6.8,2.8,5.4,70.0
24.0,29.2,19.5,63.0,6.8,1.9,3.5,76.0
23.8,29.6,20.0,74.0,6.9,4.1,5.4,81.0
23.6,29.4,19.8,72.0,6.9,3.1,5.4,75.0
22.3,29.8,20.2,84.0,6.9,3.9,5.4,70.0
22.4,27.6,20.4,79.0,6.6,2.4,5.4,94.0
22.3,26.4,19.0,78.0,6.9,3.9,7.6,95.0
23.2,28.4,17.3,61.0,6.6,3.5,3.5,79.0
22.5,29.2,18.2,71.0,6.9,1.9,3.5,50.0
22.4,28.5,18.6,73.0,6.9,4.1,7.6,49.0
21.9,27.3,16.7,71.0,7.4,4.6,5.4,50.0
21.9,28.3,20.0,79.0,6.9,4.6,9.4,68.0
22.6,27.0,19.2,75.0,6.9,4.6,7.6,68.0
22.5,28.4,19.4,75.0,6.9,4.4,5.4,78.0
21.4,27.0,18.7,87.0,5.5,3.0,5.4,88.0
21.2,24.6,20.0,93.0,5.5,3.3,5.4,64.0
21.4,24.0,19.7,84.0,5.8,5.2,7.6,68.0
21.1,24.5,19.4,79.0,6.3,4.1,7.6,90.0
21.2,25.4,18.2,75.0,6.9,5.6,9.4,116.0
20.8,26.0,18.0,72.0,6.3,4.8,11.1,137.0
20.4,25.4,17.6,75.0,6.9,4.1,7.6,148.0
20.3,24.5,15.8,86.0,5.5,1.1,5.4,125.0
20.2,24.9,17.8,87.0,4.0,4.3,7.6,90.0
21.5,25.6,17.0,70.0,6.9,4.3,5.4,91.0
21.6,26.4,17.9,71.0,6.9,3.9,5.4,83.0
22.3,26.2,16.5,64.0,4.8,2.6,5.4,96.0
21.4,27.8,16.8,68.0,6.9,4.3,7.6,94.0
22.2,28.2,17.4,69.0,6.9,4.3,5.4,105.0
21.1,28.8,18.2,85.0,5.5,5.4,7.6,90.0
21.7,26.0,17.6,67.0,6.9,3.7,7.6,81.0
22.1,26.7,17.4,72.0,6.9,3.9,7.6,89.0
21.3,27.6,18.4,71.0,6.9,2.4,5.4,90.0
21.6,26.2,17.0,71.0,6.9,4.1,7.6,125.0
20.7,26.4,18.0,73.0,6.3,3.3,7.6,108.0
20.9,25.0,16.2,75.0,6.9,2.2,5.4,122.0
21.9,27.4,18.0,72.0,6.3,3.3,7.6,132.0
21.8,28.3,18.4,71.0,6.9,4.3,5.4,129.0
21.0,28.0,18.1,72.0,5.5,3.7,7.6,130.0
22.3,27.8,18.4,77.0,6.9,3.5,5.4,115.0
21.6,28.6,19.8,83.0,6.3,3.9,7.6,111.0
22.3,27.2,19.0,73.0,6.3,3.0,5.4,128.0
23.4,29.6,18.0,66.0,6.6,2.2,5.4,124.0
21.9,29.8,17.6,67.0,6.9,2.8,5.4,116.0
21.8,28.2,16.8,66.0,6.9,3.1,3.5,109.0
21.7,27.6,17.5,70.0,6.3,3.9,7.6,107.1
21.9,28.1,17.5,74.0,6.3,4.8,7.6,107.1
24.5,29.6,19.0,77.0,6.9,2.0,5.4,60.0
25.8,30.4,22.0,75.0,6.3,2.4,3.5,89.0
25.1,31.0,22.0,79.0,5.5,1.9,7.6,79.0
23.8,30.8,21.5,82.0,6.9,4.6,7.6,68.0
23.7,28.4,20.5,77.0,6.9,4.8,11.1,74.0
23.6,29.4,20.4,77.0,7.7,6.3,11.1,63.0
24.1,28.4,20.4,77.0,6.9,4.8,11.1,71.0
24.7,29.0,20.6,76.0,6.3,3.1,11.1,62.0
22.9,29.5,21.2,90.0,6.3,4.4,9.4,79.0
23.5,27.2,20.2,82.0,6.3,3.1,14.8,69.0
23.9,28.6,21.4,80.0,6.9,3.3,5.4,67.0
23.0,29.6,20.4,85.0,6.3,5.2,11.1,168.0
22.8,28.0,20.4,82.0,6.9,13.5,22.2,55.0
22.9,27.8,20.4,85.0,6.3,5.7,9.4,69.0
21.9,26.0,20.3,85.0,5.5,9.4,22.2,72.0
22.1,25.2,19.8,85.0,4.8,11.5,29.4,69.0
23.4,26.8,20.8,81.0,6.3,8.0,14.8,71.0
23.4,27.8,21.4,82.0,6.3,7.6,11.1,72.0
22.4,27.2,20.4,87.0,5.5,7.0,18.3,71.0
21.8,27.4,20.2,89.0,5.5,7.4,14.8,63.0
21.9,26.0,19.5,85.0,6.9,6.3,9.4,74.0
22.8,27.0,20.6,85.0,6.9,5.2,9.4,79.0
23.4,28.0,20.5,78.0,6.3,6.5,9.4,80.0
23.7,27.2,20.6,73.0,7.7,6.3,11.1,81.0
22.7,28.0,20.2,82.0,6.9,5.2,7.6,83.0
22.4,25.6,20.4,81.0,6.9,7.2,9.4,73.0
21.6,25.6,20.0,87.0,5.5,7.8,11.1,76.0
22.2,25.6,20.1,89.0,6.9,5.2,7.6,77.0
23.0,26.2,20.6,81.0,6.9,7.2,11.1,74.0
23.1,26.4,20.4,79.0,6.3,4.8,7.6,79.0
22.8,26.8,20.6,83.0,6.9,4.8,9.4,78.0
24.1,26.8,21.0,77.0,6.6,7.6,33.5,81.0
24.1,28.0,20.6,81.0,6.9,4.6,9.4,88.0
24.1,29.2,21.0,80.0,6.3,3.1,7.6,78.0
24.1,27.8,20.9,77.0,7.7,3.1,5.4,86.0
25.0,29.6,20.5,70.0,6.9,2.0,7.6,71.0
25.6,30.2,22.0,66.0,6.3,1.9,3.5,90.0
24.2,30.0,21.2,69.0,7.7,3.3,5.4,59.0
25.3,29.8,20.4,62.0,6.3,4.4,5.4,80.0
25.7,30.8,20.8,62.0,6.9,3.5,5.4,99.0
25.6,31.0,21.6,67.0,6.9,3.5,5.4,116.0
24.4,31.7,19.4,77.0,6.9,0.9,3.5,108.0
24.0,29.8,20.0,80.0,8.5,2.0,9.4,183.0
22.9,28.4,20.6,89.0,6.3,1.9,5.4,188.0
23.8,28.0,20.5,83.0,6.9,0.4,3.5,70.0
24.9,28.4,21.0,73.0,6.9,1.9,3.5,79.0
24.8,29.2,22.3,81.0,6.9,1.9,5.4,97.0
25.5,29.4,22.2,77.0,6.9,2.8,5.4,85.0
24.4,30.5,20.5,74.0,6.9,4.1,7.6,64.0
24.4,29.8,21.2,76.0,6.3,3.3,9.4,57.0
23.9,30.2,20.4,84.0,6.9,3.1,5.4,74.0
22.7,30.6,20.0,82.0,6.9,4.8,7.6,58.0
22.1,27.6,19.9,83.0,6.9,7.6,11.1,73.0
21.5,25.8,20.0,89.0,4.0,6.5,9.4,65.0
21.6,25.5,19.7,87.0,4.8,6.3,11.1,61.0
22.5,25.6,20.4,84.0,5.8,5.2,9.4,58.0
22.8,26.5,20.2,79.0,6.9,6.7,11.1,66.0
23.3,26.2,20.2,78.0,8.2,5.0,9.4,71.0
23.8,27.0,21.0,73.0,6.3,4.8,7.6,61.0
24.0,28.2,20.8,75.0,5.5,5.7,11.1,56.0
22.1,28.4,20.4,85.0,6.3,6.9,9.4,58.0
20.4,25.8,19.6,93.0,4.0,8.0,9.4,53.0
22.1,26.0,19.0,83.0,4.8,9.3,14.8,56.0
21.7,26.6,19.6,84.0,6.3,8.3,9.4,68.0
22.8,26.2,18.6,73.0,6.9,6.5,9.4,67.0
23.7,27.6,20.0,76.0,7.4,5.0,7.6,72.0
24.3,28.4,20.9,76.0,6.9,4.1,5.4,71.0
22.8,29.6,20.6,80.0,5.5,4.8,7.6,68.0
23.3,26.0,20.5,77.0,6.9,2.2,5.4,59.0
24.1,27.0,20.6,77.0,5.5,2.2,5.4,74.7
22.4,28.1,19.6,85.0,4.8,3.0,5.4,66.0
22.3,27.8,19.0,83.0,4.8,5.0,7.6,63.0
23.5,26.6,19.5,76.0,6.9,3.0,5.4,73.0
24.7,28.4,21.0,72.0,6.3,3.1,7.6,69.0
23.5,29.6,20.8,79.0,5.5,4.3,7.6,71.0
22.5,28.4,20.0,77.0,6.9,5.2,7.6,59.0
23.6,27.0,19.0,74.0,6.9,3.3,5.4,67.0
25.1,30.0,20.2,67.0,6.9,3.0,9.4,79.0
25.0,31.3,21.9,72.0,8.5,2.4,5.4,84.0
25.7,30.4,21.2,66.0,7.7,1.3,3.5,89.0
23.7,31.2,19.8,82.0,6.3,2.8,5.4,92.0
23.1,30.0,18.6,80.0,6.8,3.0,5.4,64.0
21.7,28.2,20.2,88.0,6.3,4.3,7.6,61.0
21.8,24.4,20.0,88.0,6.3,4.8,7.6,68.0
21.2,25.4,20.0,88.0,4.8,5.7,9.4,67.0
21.5,24.6,19.8,82.0,6.3,7.8,9.4,66.0
22.5,26.2,19.2,76.0,7.7,7.8,22.2,68.0
23.4,27.8,19.0,73.0,6.9,3.3,7.6,97.0
23.6,28.8,20.0,74.0,6.9,1.9,3.5,93.0
23.8,28.0,20.8,79.0,6.9,1.3,3.5,88.0
23.3,28.0,21.0,85.0,4.8,2.0,9.4,128.0
22.9,26.6,20.8,86.0,7.4,3.9,5.4,81.0
22.7,26.2,20.4,87.0,6.9,2.2,3.5,155.0
22.2,26.4,20.6,91.0,4.8,5.0,7.6,76.0
21.0,27.5,17.4,90.0,4.8,3.1,7.6,110.0
22.0,27.0,17.0,79.0,5.5,2.0,7.6,75.0
23.5,27.2,20.2,76.0,6.9,0.9,3.5,98.0
23.6,29.4,19.4,67.0,6.9,0.4,3.5,83.0
23.7,30.0,19.0,66.0,7.6,0.9,3.5,107.0
23.3,29.6,19.0,61.0,6.9,1.1,5.4,103.0
21.9,28.9,18.2,67.0,6.9,2.8,5.4,106.0
22.9,27.6,17.8,62.0,6.9,0.7,5.4,105.0
24.1,28.8,18.5,63.0,6.3,0.9,3.5,129.0
24.3,31.5,20.4,70.0,6.9,1.3,3.5,138.0
24.7,29.0,19.8,66.0,6.9,1.9,3.5,115.0
24.5,29.9,20.5,71.0,6.9,3.0,5.4,100.0
24.3,29.4,21.0,71.0,6.6,2.0,5.4,126.0
23.8,30.4,20.8,78.0,6.9,4.4,9.4,194.0
23.4,29.2,20.2,77.0,6.9,3.5,5.4,66.0
23.4,30.2,20.8,76.0,6.9,4.1,7.6,73.0
22.7,27.8,18.4,69.0,7.7,3.0,5.4,91.0
21.3,28.6,16.0,60.0,7.7,2.2,5.4,86.0
22.7,28.7,16.5,66.0,6.9,3.1,5.4,91.0
23.7,28.4,20.0,78.0,7.4,2.8,55.4,93.0
22.1,28.0,20.4,87.0,5.5,2.8,5.4,74.0
22.8,27.4,20.0,75.0,6.9,5.6,7.6,69.0
21.6,28.2,19.1,90.0,5.5,4.3,5.4,73.0
21.6,24.6,20.2,90.0,5.8,3.9,7.6,73.0
22.2,25.0,19.4,81.0,6.9,7.6,9.4,74.0
22.8,28.3,19.2,76.0,6.9,6.9,11.1,69.0
